"MATERIA","DESCRIPCION","ABREVIATURA","DEPARTAMENTO","CURSO"
43630,Formación en Centros de Trabajo,FCT,,CFGM (Mod. Presencial) (LOE) - Gestión Administrativa
44194,Inglés técnico para CFGS de la familia profesional Informática y Comunicaciones,ING,,1º de CFGS (LOE) - Desarrollo de Aplicaciones Web
44200,Formación y Orientación Laboral,FOL,,CFGS (Mod. Presencial) (LOE) - Desarrollo de Aplicaciones Web
43216,Máquinas y equipos térmicos,MYET,,1º de CFGM (LOE) - Instalaciones Frigoríficas y de Climatización
43218,Técnicas de Montaje de Instalaciones,TMI,,1º de CFGM (LOE) - Instalaciones Frigoríficas y de Climatización
43220,Instalaciones eléctricas y automatismos,IEA,,1º de CFGM (LOE) - Instalaciones Frigoríficas y de Climatización
43222,Inglés técnico para CFGM de la familia profesional de Instalación y Mantenimiento,ING,,1º de CFGM (LOE) - Instalaciones Frigoríficas y de Climatización
43224,Formación y Orientación Laboral,FOL,,1º de CFGM (LOE) - Instalaciones Frigoríficas y de Climatización
43226,Configuración de instalaciones de frío y climatización,CIFC,,2º de CFGM (LOE) - Instalaciones Frigoríficas y de Climatización
43228,Montaje y mantenimiento de equipos de refrigeración comercial,MMERC,,2º de CFGM (LOE) - Instalaciones Frigoríficas y de Climatización
43230,Montaje y mantenimiento de instalaciones frigoríficas industriales,MMIFI,,2º de CFGM (LOE) - Instalaciones Frigoríficas y de Climatización
43234,Empresa e iniciativa emprendedora,EIE,,2º de CFGM (LOE) - Instalaciones Frigoríficas y de Climatización
43596,Comunicación empresarial y atención al cliente,CEAC,,2º de CFGM (LOE) - Gestión Administrativa
43598,Empresa y administración,EA,,2º de CFGM (LOE) - Gestión Administrativa
43600,Operaciones administrativas de recursos humanos,OARH,,2º de CFGM (LOE) - Gestión Administrativa
43604,Empresa en el aula,EAULA,,2º de CFGM (LOE) - Gestión Administrativa
43606,Formación en Centros de Trabajo,FCT,,2º de CFGM (LOE) - Gestión Administrativa
43610,Tratamiento informático de la información,TI,,CFGM (Mod. Presencial) (LOE) - Gestión Administrativa
43612,Técnica contable,TC,,CFGM (Mod. Presencial) (LOE) - Gestión Administrativa
43614,Inglés,ING,,CFGM (Mod. Presencial) (LOE) - Gestión Administrativa
43620,Comunicación empresarial y atención al cliente,CEAC,,CFGM (Mod. Presencial) (LOE) - Gestión Administrativa
43622,Empresa y administración,EA,,CFGM (Mod. Presencial) (LOE) - Gestión Administrativa
43624,Operaciones administrativas de recursos humanos,OARH,,CFGM (Mod. Presencial) (LOE) - Gestión Administrativa
43626,Tratamiento de la documentación contable,TDC,,CFGM (Mod. Presencial) (LOE) - Gestión Administrativa
43628,Empresa en el aula,EAULA,,CFGM (Mod. Presencial) (LOE) - Gestión Administrativa
43570,Inglés técnico para CFGS de la familia profesional Informática y Comunicaciones,ING,,CFGS (Mod. Presencial) (LOE) - Desarrollo de Aplicaciones Multiplataforma
43572,Formación y Orientación Laboral,FOL,,CFGS (Mod. Presencial) (LOE) - Desarrollo de Aplicaciones Multiplataforma
43580,Programación de servicios y procesos,PSP,,CFGS (Mod. Presencial) (LOE) - Desarrollo de Aplicaciones Multiplataforma
43582,Sistemas de gestión empresarial,SGE,,CFGS (Mod. Presencial) (LOE) - Desarrollo de Aplicaciones Multiplataforma
43588,Desarrollo web en entorno cliente,DWEC,,2º de CFGS (LOE) - Desarrollo de Aplicaciones Web
43710,Desarrollo web en entorno cliente,DWEC,,CFGS (Mod. Presencial) (LOE) - Desarrollo de Aplicaciones Web
43714,Despliegue de aplicaciones web,DAW,,CFGS (Mod. Presencial) (LOE) - Desarrollo de Aplicaciones Web
43716,Diseño de interfaces WEB,DIW,,CFGS (Mod. Presencial) (LOE) - Desarrollo de Aplicaciones Web
43718,Empresa e iniciativa emprendedora,EIE,,CFGS (Mod. Presencial) (LOE) - Desarrollo de Aplicaciones Web
43700,Sistemas Informáticos,SISIN,,CFGS (Mod. Presencial) (LOE) - Desarrollo de Aplicaciones Web
43702,Bases de Datos,BDD,,CFGS (Mod. Presencial) (LOE) - Desarrollo de Aplicaciones Web
43704,Programación,PROG,,CFGS (Mod. Presencial) (LOE) - Desarrollo de Aplicaciones Web
43708,Entornos de desarrollo,ENDES,,CFGS (Mod. Presencial) (LOE) - Desarrollo de Aplicaciones Web
43712,Desarrollo web en entorno servidor,DWES,,CFGS (Mod. Presencial) (LOE) - Desarrollo de Aplicaciones Web
43720,Formación en Centros de Trabajo,FCT,,CFGS (Mod. Presencial) (LOE) - Desarrollo de Aplicaciones Web
43698,Formación en Centros de Trabajo,FCT,,2º de CFGS (LOE) - Desarrollo de Aplicaciones Web
43706,Lenguajes de marcas y sistemas de gestión de información,LMSGI,,CFGS (Mod. Presencial) (LOE) - Desarrollo de Aplicaciones Web
44174,Proyecto de desarrollo de aplicaciones multiplataforma,PDAM,,CFGS (Mod. Presencial) (LOE) - Desarrollo de Aplicaciones Multiplataforma
44178,Proyecto de desarrollo de aplicaciones Web,PDAW,,CFGS (Mod. Presencial) (LOE) - Desarrollo de Aplicaciones Web
44196,Formación y Orientación Laboral,FOL,,1º de CFGS (LOE) - Desarrollo de Aplicaciones Web
44198,Inglés técnico para CFGS de la familia profesional Informática y Comunicaciones,ING,,CFGS (Mod. Presencial) (LOE) - Desarrollo de Aplicaciones Web
43238,Formación en Centros de Trabajo,FCT,,2º de CFGM (LOE) - Instalaciones Frigoríficas y de Climatización
41287,Fundamentos de electricidad,FELE,,Modular Presencial - EASA B1.1
41289,Fundamentos de electrónica,FELCA,,Modular Presencial - EASA B1.1
43846,Máquinas y equipos térmicos,MYET,,CFGM (Mod. Presencial) (LOE) - Instalaciones Frigoríficas y de Climatización
43232,"Montaje y mant. de inst. de climatización, ventilación y extracción",MMCVE,,2º de CFGM (LOE) - Instalaciones Frigoríficas y de Climatización
44172,Proyecto de desarrollo de aplicaciones multiplataforma,PDAM,,2º de CFGS (LOE) - Desarrollo de Aplicaciones Multiplataforma
44176,Proyecto de desarrollo de aplicaciones Web,PDAW,,2º de CFGS (LOE) - Desarrollo de Aplicaciones Web
43696,Empresa e iniciativa emprendedora,EIE,,2º de CFGS (LOE) - Desarrollo de Aplicaciones Web
43848,Técnicas de Montaje de Instalaciones,TMI,,CFGM (Mod. Presencial) (LOE) - Instalaciones Frigoríficas y de Climatización
43850,Instalaciones Eléctricas y Automatismos,IEA,,CFGM (Mod. Presencial) (LOE) - Instalaciones Frigoríficas y de Climatización
43852,Inglés técnico para CFGM de la familia profesional de Instalación y Mantenimiento,ING,,CFGM (Mod. Presencial) (LOE) - Instalaciones Frigoríficas y de Climatización
43854,Formación y Orientación Laboral,FOL,,CFGM (Mod. Presencial) (LOE) - Instalaciones Frigoríficas y de Climatización
43856,Configuración de instalaciones de frío y climatización,CIFC,,CFGM (Mod. Presencial) (LOE) - Instalaciones Frigoríficas y de Climatización
43858,Montaje y mantenimiento de equipos de refrigeración comercial,MMERC,,CFGM (Mod. Presencial) (LOE) - Instalaciones Frigoríficas y de Climatización
43860,Montaje y mantenimiento de instalaciones frigoríficas industriales,MMIFI,,CFGM (Mod. Presencial) (LOE) - Instalaciones Frigoríficas y de Climatización
43862,"Montaje y mant. de inst. de climatización, ventilación y extracción",MMCVE,,CFGM (Mod. Presencial) (LOE) - Instalaciones Frigoríficas y de Climatización
43864,Empresa e iniciativa emprendedora,EIE,,CFGM (Mod. Presencial) (LOE) - Instalaciones Frigoríficas y de Climatización
43866,Formación en Centros de Trabajo,FCT,,CFGM (Mod. Presencial) (LOE) - Instalaciones Frigoríficas y de Climatización
41291,Prácticas de mantenimiento I,PMAI,,Modular Presencial - EASA B1.1
41293,Aerodinámica básica,AB,,Modular Presencial - EASA B1.1
41295,Legislación aeronáutica,LARC,,Modular Presencial - EASA B1.1
41297,"Aerodinámica, estructuras y sistemas de aviones de turbina I",AATI,,Modular Presencial - EASA B1.1
41299,Hélices,HE,,Modular Presencial - EASA B1.1
41301,"Técnicas digitales, sistemas de instrumentos electrónicos",TDSIE,,Modular Presencial - EASA B1.1
41303,"Materiales, equipos y herramientas",MEH,,Modular Presencial - EASA B1.1
41305,Prácticas de mantenimiento II,PMAII,,Modular Presencial - EASA B1.1
41307,Factores humanos,FAHU,,Modular Presencial - EASA B1.1
41309,"Aerodinámica, estructuras y sistemas de aviones de turbina II",AATII,,Modular Presencial - EASA B1.1
41311,Motores de turbina de gas,MTUGA,,Modular Presencial - EASA B1.1
47184,Contabilidad y fiscalidad,CFI,,CFGS (Mod. Presencial) (LOE) - Administración y Finanzas
49864,Tratamiento informático de datos,TID,,1º de FPB - Servicios Administrativos
49876,Soldadura y carpintería metálica,SCM,,1º de FPB - Fabricación y Montaje
50632,Inglés técnico para los Ciclos Formativos de grado medio de la familia profesional Instalación y Mantenimiento,ING,,CFGM (Mod. Presencial) (LOE) - Instalaciones de Producción de Calor
50640,Montaje y mantenimiento de instalaciones de agua,MMIA,,CFGM (Mod. Presencial) (LOE) - Instalaciones de Producción de Calor
49866,Técnicas administrativas básicas,TAB,,1º de FPB - Servicios Administrativos
50636,Configuración de instalaciones caloríficas,CIC,,CFGM (Mod. Presencial) (LOE) - Instalaciones de Producción de Calor
50644,Montaje y mantenimiento de instalaciones de gas y combustibles líquidos,MMIGC,,CFGM (Mod. Presencial) (LOE) - Instalaciones de Producción de Calor
50626,Máquinas y equipos térmicos,MYET,,CFGM (Mod. Presencial) (LOE) - Instalaciones de Producción de Calor
50642,Montaje y mantenimiento de instalaciones de energía solar,MMIES,,CFGM (Mod. Presencial) (LOE) - Instalaciones de Producción de Calor
50628,Técnicas de Montaje de Instalaciones,TMI,,CFGM (Mod. Presencial) (LOE) - Instalaciones de Producción de Calor
50630,Instalaciones Eléctricas y Automatismos,IEA,,CFGM (Mod. Presencial) (LOE) - Instalaciones de Producción de Calor
50634,Formación y Orientación Laboral,FOL,,CFGM (Mod. Presencial) (LOE) - Instalaciones de Producción de Calor
50638,Montaje y mantenimiento de instalaciones caloríficas,MMIC,,CFGM (Mod. Presencial) (LOE) - Instalaciones de Producción de Calor
50646,Empresa e iniciativa emprendedora,EIE,,CFGM (Mod. Presencial) (LOE) - Instalaciones de Producción de Calor
50648,Formación en Centros de Trabajo,FCT,,CFGM (Mod. Presencial) (LOE) - Instalaciones de Producción de Calor
49868,Archivo y comunicación,AC,,1º de FPB - Servicios Administrativos
49874,Operaciones básicas de fabricación,OBF,,1º de FPB - Fabricación y Montaje
49878,Carpintería de aluminio y PVC,CAPVC,,1º de FPB - Fabricación y Montaje
